id,title,abstract,checked_by,kes_check,hji_check,curation_sum,number_of_checks,curation_score,kes_notes,hji_notes
33907838,Demetra Application: An integrated genotype analysis web server for clinical genomics in endometriosis.,"Demetra Application is a holistic integrated and scalable bioinformatics web‑based tool designed to assist medical experts and researchers in the process of diagnosing endometriosis. The application identifies the most prominent gene variants and single nucleotide polymorphisms (SNPs) causing endometriosis using the genomic data provided for the patient by a medical expert. The present study analyzed >28.000 endometriosis‑related publications using data mining and semantic techniques aimed towards extracting the endometriosis‑related genes and SNPs. The extracted knowledge was filtered, evaluated, annotated, classified, and stored in the Demetra Application Database (DAD). Moreover, an updated gene regulatory network with the genes implements in endometriosis was established. This was followed by the design and development of the Demetra Application, in which the generated datasets and results were included. The application was tested and presented herein with whole‑exome sequencing data from seven related patients with endometriosis. Endometriosis‑related SNPs and variants identified in genome‑wide association studies (GWAS), whole‑genome (WGS), whole‑exome (WES), or targeted sequencing information were classified, annotated and analyzed in a consolidated patient profile with clinical significance information. Probable genes associated with the patient's genomic profile were visualized using several graphs, including chromosome ideograms, statistic bars and regulatory networks through data mining studies with relative publications, in an effort to obtain a representative number of the most credible candidate genes and biological pathways associated with endometriosis. An evaluation analysis was performed on seven patients from a three‑generation family with endometriosis. All the recognized gene variants that were previously considered to be associated with endometriosis were properly identified in the output profile per patient, and by comparing the results, novel findings emerged. This novel and accessible webserver tool of endometriosis to assist medical experts in the clinical genomics and precision medicine procedure is available at http://geneticslab.aua.gr/.",hji,,0,0,1,0.0,,all applications
33941415,Carotid Ultrasound Boundary Study (CUBS): An Open Multicenter Analysis of Computerized Intima-Media Thickness Measurement Systems and Their Clinical Impact.,"Common carotid intima-media thickness (CIMT) is a commonly used marker for atherosclerosis and is often computed in carotid ultrasound images. An analysis of different computerized techniques for CIMT measurement and their clinical impacts on the same patient data set is lacking. Here we compared and assessed five computerized CIMT algorithms against three expert analysts' manual measurements on a data set of 1088 patients from two centers. Inter- and intra-observer variability was assessed, and the computerized CIMT values were compared with those manually obtained. The CIMT measurements were used to assess the correlation with clinical parameters, cardiovascular event prediction through a generalized linear model and the Kaplan-Meier hazard ratio. CIMT measurements obtained with a skilled analyst's segmentation and the computerized segmentation were comparable in statistical analyses, suggesting they can be used interchangeably for CIMT quantification and clinical outcome investigation. To facilitate future studies, the entire data set used is made publicly available for the community at http://dx.doi.org/10.17632/fpv535fss7.1.",hji,,0,0,1,0.0,,mendely
33950258,LipidSuite: interactive web server for lipidomics differential and enrichment analysis.,"Advances in mass spectrometry enabled high throughput profiling of lipids but differential analysis and biological interpretation of lipidomics datasets remains challenging. To overcome this barrier, we present LipidSuite, an end-to-end differential lipidomics data analysis server. LipidSuite offers a step-by-step workflow for preprocessing, exploration, differential analysis and enrichment analysis of untargeted and targeted lipidomics. Three lipidomics data formats are accepted for upload: mwTab file from Metabolomics Workbench, Skyline CSV Export, and a numerical matrix. Experimental variables to be used in analysis are uploaded in a separate file. Conventional lipid names are automatically parsed to enable lipid class and chain length analyses. Users can interactively explore data, choose subsets based on sample types or lipid classes or characteristics, and conduct univariate, multivariate and unsupervised analyses. For complex experimental designs and clinical cohorts, LipidSuite offers confounding variables adjustment. Finally, data tables and plots can be both interactively viewed or downloaded for publication or reports. Overall, we anticipate this free, user-friendly webserver to facilitate differential lipidomics data analysis and re-analysis, and fully harness biological interpretation from lipidomics datasets. LipidSuite is freely available at http://suite.lipidr.org.",hji,,0,0,1,0.0,,
33961960,Do not attempt cardiopulmonary resuscitation (DNACPR) decisions in people admitted with suspected COVID-19: Secondary analysis of the PRIEST observational cohort study.,"<h4>Aims</h4>We aimed to describe the characteristics and outcomes of adults admitted to hospital with suspected COVID-19 according to their DNACPR decisions, and identify factors associated with DNACPR decisions.<h4>Methods</h4>We undertook a secondary analysis of 13,977 adults admitted to hospital with suspected COVID-19 and included in the Pandemic Respiratory Infection Emergency System Triage (PRIEST) study. We recorded presenting characteristics and outcomes (death or organ support) up to 30 days. We categorised patients as early DNACPR (before or on the day of admission) or late/no DNACPR (no DNACPR or occurring after the day of admission). We undertook descriptive analysis comparing these groups and multivariable analysis to identify independent predictors of early DNACPR.<h4>Results</h4>We excluded 1249 with missing DNACPR data, and identified 3929/12748 (31%) with an early DNACPR decision. They had higher mortality (40.7% v 13.1%) and lower use of any organ support (11.6% v 15.7%), but received a range of organ support interventions, with some being used at rates comparable to those with late or no DNACPR (e.g. non-invasive ventilation 4.4% v 3.5%). On multivariable analysis, older age (p < 0.001), active malignancy (p < 0.001), chronic lung disease (p < 0.001), limited performance status (p < 0.001), and abnormal physiological variables were associated with increased recording of early DNACPR. Asian ethnicity was associated with reduced recording of early DNACPR (p = 0.001).<h4>Conclusions</h4>Early DNACPR decisions were associated with recognised predictors of adverse outcome, and were inversely associated with Asian ethnicity. Most people with an early DNACPR decision survived to 30 days and many received potentially life-saving interventions.<h4>Registration</h4>ISRCTN registry, ISRCTN28342533, http://www.isrctn.com/ISRCTN28342533.",hji,,0,0,1,0.0,,
33963730,Correlates of serum IGF-1 in young children with moderate acute malnutrition: a cross-sectional study in Burkina Faso.,"<h4>Background</h4>Serum insulin-like growth factor 1 (sIGF-1) is an important growth factor in childhood. However, studies on sIGF-1 among children from low-income countries are few, and the role of body composition is unknown.<h4>Objectives</h4>To assess the associations of anthropometry, body composition, inflammation, and breastfeeding with sIGF-1 among children with moderate acute malnutrition (MAM).<h4>Methods</h4>A cross-sectional study based on admission data from 6- to 23-mo-old children with MAM participating in a nutrition intervention trial (Treatfood) in Burkina Faso. Linear regression analysis was used to identify correlates of sIGF-1.<h4>Results</h4>Among 1546 children, the median (IQR) sIGF-1 was 12 (8.2-18.3) ng/mL. sIGF-1 was highest at 6 mo, with a nadir ∼10-11 mo, and higher in girls than boys. Length-for-age z score (LAZ), weight-for-length z score (WLZ), and midupper arm circumference were positively associated with sIGF-1 (P ≤ 0.001). Fat-free mass (FFM) was also positively associated, as sIGF-1 increased 1.5 (95% CI: 0.5, 2.5) ng/mL for each 1-kg increase in FFM. However, the association disappeared after adjustment for height. Elevated serum C-reactive protein and α1-acid glycoprotein were negatively associated with sIGF-1 (P ≤ 0.001), as was fever (P < 0.001) but not a positive malaria test per se (P = 0.15). Children never breastfed had lower sIGF-1 (-5.1; 95% CI: -9.8, -0.3).<h4>Conclusions</h4>LAZ and WLZ were positively and inflammation negatively associated with sIGF-1. As all children were moderately malnourished and many had inflammation, this probably explains the very low median sIGF-1. The association of FFM with sIGF-1 was fully explained by height. There was a marked age pattern, with a nadir in late infancy, confirming findings from smaller studies from well-nourished populations. There is a need for prospective studies to disentangle the role of sIGF-1 in growth and health. This trial was registered at https://www.isrctn.com as ISRCTN42569496.",hji,,0,0,1,0.0,,
33963869,ProteoSign v2: a faster and evolved user-friendly online tool for statistical analyses of differential proteomics.,"Bottom-up proteomics analyses have been proved over the last years to be a powerful tool in the characterization of the proteome and are crucial for understanding cellular and organism behaviour. Through differential proteomic analysis researchers can shed light on groups of proteins or individual proteins that play key roles in certain, normal or pathological conditions. However, several tools for the analysis of such complex datasets are powerful, but hard-to-use with steep learning curves. In addition, some other tools are easy to use, but are weak in terms of analytical power. Previously, we have introduced ProteoSign, a powerful, yet user-friendly open-source online platform for protein differential expression/abundance analysis designed with the end-proteomics user in mind. Part of Proteosign's power stems from the utilization of the well-established Linear Models For Microarray Data (LIMMA) methodology. Here, we present a substantial upgrade of this computational resource, called ProteoSign v2, where we introduce major improvements, also based on user feedback. The new version offers more plot options, supports additional experimental designs, analyzes updated input datasets and performs a gene enrichment analysis of the differentially expressed proteins. We also introduce the deployment of the Docker technology and significantly increase the speed of a full analysis. ProteoSign v2 is available at http://bioinformatics.med.uoc.gr/ProteoSign.",hji,,0,0,1,0.0,,
33964156,ptm: an R package for the study of methionine sulfoxidation and other post-translational modifications.,"<h4>Summary</h4>Methionine sulfoxidation is a post-translational modification playing important roles in cell signaling. Herein, we present ptm, an R package for the study of this modification. However, since many of the analyses applied to methionine modification can be extended to other modifications, the package can be useful to thoroughly analyze post-translational modifications in general. Thus, within a single software environment ptm can integrate information from up to 11 databases covering 9 modifications. Different functions can work coordinately to form pipelines allowing the programmatic analysis of thousands of proteins. Alternatively, the user can simultaneously perform different analyses on the same protein of interest, combining the results in a single output. The flexibility of ptm makes it a suitable tool to address site- and protein-centric hypotheses related to post-translational modifications. Accompanying the package we maintain a web page containing extended documentation and examples of the tasks that can be performed with ptm.<h4>Availability and implementation</h4>ptm is implemented in R. Release versions are available via CRAN and work on all major operating systems. The development version is maintained at https://bitbucket.org/jcaledo/ptm. Extended documentation can be found at https://metositeptm.com.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.",hji,,0,0,1,0.0,,
33968360,Dataset: local government mask orders preceding statewide orders by US states.,"We present a database listing local government mask orders for COVID-19 that were enacted between April and September, 2020, prior to the date that the governors issued statewide mask wearing mandates. We obtained data from a Google search of web pages of local and national commercial and public broadcasters and newspapers, and of the orders themselves.  In the database, we present data identifying the county, municipality or tribal council, date of the order, and the source's internet address. In the 34 states with statewide orders, local governments in 21 of these states issued mandates in 218 municipalities, 155 counties, and 1 tribal council.  The dataset can be accessed from https://doi.org/10.7939/DVN/NDFEHK.",hji,,0,0,1,0.0,,Chuck Check - no
33968730,The Immune-Related Gene HCST as a Novel Biomarker for the Diagnosis and Prognosis of Clear Cell Renal Cell Carcinoma.,"Clear cell renal cell carcinoma (ccRCC) is the most common type of kidney tumor worldwide. Analysis of The Cancer Genome Atlas (TCGA) and Gene Expression Omnibus (GEO) databases showed that the immune-related gene (IRG) hematopoietic cell signal transducer (HCST) could provide guidance for the diagnosis, prognosis, and treatment of ccRCC. The RNA-seq data of ccRCC tissues were extracted from two databases: TCGA (https://www.cancer.gov/about-nci/organization/ccg/research/structural-genomics/tcga) and GEO (https://www.ncbi.nlm.nih.gov/geo/). Corresponding clinical information was downloaded from TCGA. Immune-related gene data were extracted from the IMMPORT website (https://www.immport.org/). Differential analysis with R software (https://www.r-project.org/) was used to obtain a prognosis model of ccRCC IRGs. The differences were combined with the clinical data to assess the usefulness of the HCST as a prognostic biomarker. Based on data obtained from the Oncomine (https://www.oncomine.org/), Human Protein Atlas (https://www.proteinatlas.org/), and PubMed (https://pubmed.ncbi.nlm.nih.gov/) databases, the expression levels of the HCST in ccRCC, clinical-pathological indicators of relevance, and influence on prognosis were analyzed. Regulation of the HCST gene in ccRCC was assessed by gene set enrichment analysis (GSEA). In TCGA/GEO databases, the high HCST expression in tumor tissues was significantly correlated to the TMN stage, tumor grade, invasion depth, and lymphatic metastasis (<i>p</i> < 0.05). The overall survival (OS) of patients with high HCST gene expression was significantly lower than that of patients with low HCST gene expression (<i>p</i> < 0.001). Multivariate Cox regression analysis suggested that the HCST expression level [hazard ratio (HR) = 1.630, 95% confidence interval (CI) = 1.042-2.552], tumor cell grade (HR = 1.829, 95% CI = 1.115-3.001), and distant metastasis (HR = 2.634, 95%, CI = 1.562-4.442) were independent risk factors affecting the OS of ccRCC patients (all, <i>p</i> < 0.05). The GSEA study showed that there was significant enrichment in cell adhesion, tumorigenesis, and immune and inflammatory responses in HCST high expression samples. Hematopoietic cell signal transducer expression was closely associated with the levels of infiltrating immune cells around ccRCC tissues, especially dendritic cells (DCs). In conclusion, the present study suggested that the HCST was interrelated to the clinicopathology and poor prognosis of ccRCC. High HCST expression was also closely correlated with the levels of tumor-infiltrating immune cells, especially DCs.",hji,,0,0,1,0.0,,not descpritive of resource
33970805,Medicinal plant compounds as promising inhibitors of coronavirus (COVID-19) main protease: an <i>in silico</i> study.,"The novel Coronavirus (COVID-19) has spread rapidly across the globe and has involved more than 215 countries and territories. Due to a lack of effective therapy or vaccine, urgent and concerted efforts are needed to identify therapeutic targets and medications. COVID-19 main protease represents a major target for drug treatment to inhibit viral function. The present study sought to evaluate medicinal plant compounds as potential inhibitors of the COVID-19 main protease using molecular docking and molecular dynamic analysis. The PDB files of COVID-19 main protease and some medicinal plant compounds were retrieved from the Protein Data Bank (http://www.rcsb.org) and Pubchem server, respectively. The Gromacs software was used for simulation studies, and molecular docking analysis was done using Autodock 4.2. The COVID-19 main protease simulation, compared with some phytochemicals docked to the COVID-19 main protease, were analyzed. Glabridin, catechin, and fisetin had the greatest tendency to interact with the COVID-19 main protease by hydrogen and hydrophobic interactions. Docking of these phytochemicals to COVID-19 main protease led to an increase in the radius of gyration (Rg), decrease in the Root mean square fluctuation (RMSF), and induced variation in COVID-19 main protease secondary structure. The high tendency interaction of glabridin, catechin, and fisetin to COVID-19 main protease induced conformational changes on this enzyme. These interactions can lead to enzyme inhibition. This simulated study indicates that these phytochemicals may be considered as potent inhibitors of the viral protease; however, more investigations are required to explore their potential medicinal use.Communicated by Ramaswamy H. Sarma.",hji,,0,0,1,0.0,,not descriptive of resource
33970835,"""Just Engage in It or Not, You Get Out What You Put In"": Student and Staff Experiences of Feedback and Feedforward in Workplace-Based Learning Environments.","Feedback is central to student learning in the veterinary workplace. Feedforward, a related concept, is used to describe the way information about a student's performance may be used to improve their future performance. Feedback and feedforward practices are diverse, with varied student and staff understandings of the nature and purpose of feedback (feedback literacy). This study compared the practices of feedback and feedforward in a range of programs in one institution during student transitions from the classroom to workplace-based learning environments. The study adopted a broad inter-professional approach to include health care programs as well as social work and theater and performance studies. Profession-specific focus groups were conducted with contribution from 28 students and 31 staff from five different professions. Thematic analysis revealed that students and staff shared an understanding of the feedback and feedforward concepts, and both groups recognized the importance of emotional and relational aspects of the process. Students and staff across all professions recognized the impact of time constraints on the feedback process, although this was particularly highlighted in the health science professions. Social work and theater and performance studies students demonstrated a more nuanced understanding of the emotional and relational aspects of feedback and feedforward. Overall, the approach highlights similarities and differences in practices and experiences in different workplace contexts, creating opportunities for cross-disciplinary learning, which may have relevance more widely in higher education programs with workplace-based elements. The study underpinned the development of the LeapForward feedback training resource (https://bilt.online/the-leapforward-project/).",hji,,0,0,1,0.0,,not life sci
33972020,REP2: A Web Server to Detect Common Tandem Repeats in Protein Sequences.,"Ensembles of tandem repeats (TRs) in protein sequences expand rapidly to form domains well suited for interactions with proteins. For this reason, they are relatively frequent. Some TRs have known structures and therefore it is advantageous to predict their presence in a protein sequence. However, since most TRs diverge quickly, their detection by classical sequence comparison algorithms is not very accurate. Previously, we developed a method and a web server that used curated profiles and thresholds for the detection of 11 common TRs. Here we present a new web server (REP2) that allows the analysis of TRs in both individual and aligned sequences. We provide currently precomputed analyses for a selection of 78 UniProt reference proteomes. We illustrate how these data can be used to study the evolution of TRs using comparative genomics. REP2 can be accessed at http://cbdm-01.zdv.uni-mainz.de/~munoz/rep/.",hji,,0,0,1,0.0,,
33981815,A spatiotemporal dataset for integrated assessment and modelling of crop-livestock integration with the MAELIA simulation platform.,"The general purpose of the primary and secondary data available in this article is to support an integrated assessment of scenarios of crop-livestock integration at the territorial level i.e. of exchanges between arable and livestock farms. The data is a result of a research collaboration between the scientist from INRAE, agricultural advisers from Chamber of Agriculture of Pays de la Loire (CRAPL) and a collective of five arable and two livestock farmers located in the district of Pays de Pouzauges (Vendée department, western France). All participants formed part of the DiverIMPACTS project (https://www.diverimpacts.net/) that aims to achieve the full potential of diversification of cropping systems for improved productivity, delivery of ecosystem services and resource-efficient and sustainable value chains in Europe. The first dataset corresponds to the inputs of MAELIA (http://maelia-platform.inra.fr/), a spatial agent-based simulation platform that was used to support an iterative design and assessment of scenarios to redesign cropping systems. The second dataset corresponds to the outputs of MAELIA simulations and the associated indicators at the farm, group and territory level. The data comprise multiple shape and csv files characterizing the edaphic-climatic heterogeneity of the territory and cropping systems, farmers' crop management rules (IF-THEN rules) and general information about the farms (e.g. crops, agricultural equipment, average crop yields). Data is reported for the baseline situation and three exchange scenarios containing different innovative cropping systems co-designed by scientists, agricultural advisers and the farmers. The data presented here can be found in the Portail Data INRA repository (https://doi.org/10.15454/3ZTCF5) and were used in the research article ""Fostering local crop-livestock integration via legume exchanges using an innovative integrated assessment and modelling approach: MAELIA"" [1].",hji,,0,0,1,0.0,,
33982946,"Clinical Impact of Rectal Hyposensitivity: A Cross-Sectional Study of 2,876 Patients With Refractory Functional Constipation.","<h4>Introduction</h4>Normal bowel function requires intact sensory pathways. Diminished rectal sensation (rectal hyposensitivity [RH]) is associated with constipation, although its clinical importance remains unclear.<h4>Methods</h4>Consecutive patients (aged 18-80) attending a tertiary center (2004-2016) for investigation of refractory functional constipation (Rome IV core criteria defined, applied post hoc) were included. Patients completed a clinical symptom questionnaire and underwent anorectal physiologic investigations, including rectal sensory testing (balloon distension) to determine 3 well-established sensory thresholds. Multivariate regression analyses were performed to evaluate associations between RH, symptomology, and allied physiologic investigations.<h4>Results</h4>Of 2,876 patients meeting inclusion criteria, 722 (25%) had RH based on ≥1 elevated sensory thresholds (0: n = 2,154 [74.9%]; 1: n = 327 [11.4%]; 2: n = 209 [7.3%]; and 3: n = 186 [6.5%]). A linear relationship existed between increasing number of elevated sensory thresholds and constipation severity (Cleveland Clinic constipation score: mean difference per threshold [95% confidence interval] 0.69 [0.48-0.90]; P < 0.001). Several symptoms were significantly (P < 0.05) associated with RH including: infrequent defecation (odds ratio 1.29 [1.17-1.42]), painful evacuation (1.15 [1.05-1.27]), prolonged toileting (1.14 [1.05-1.24]), and digitation or enema use (1.18 [1.08-1.30]). On defecography, a ""functional"" evacuation disorder was also associated with RH (1.37 [1.25-1.50], P < 0.001), as was megarectum (2.52 [2.08-3.05], P < 0.001).<h4>Discussion</h4>RH occurs in 25% of patients with refractory functional constipation. Increased number of elevated sensory thresholds is associated with more severe constipation phenotype. These data, in the largest study to date, provide for the first time evidence to show that RH is a major pathophysiologic mechanism in constipation, with recognized clinical impact (http://links.lww.com/AJG/B765).(Equation is included in full-text article.).",hji,,0,0,1,0.0,,
33983414,CNVfilteR: an R/bioconductor package to identify false positives produced by germline NGS CNV detection tools.,"<h4> </h4>Germline copy-number variants (CNVs) are relevant mutations for multiple genetics fields, such as the study of hereditary diseases. However, available benchmarks show that all next-generation sequencing (NGS) CNV calling tools produce false positives. We developed CNVfilteR, an R package that uses the single nucleotide variant calls usually obtained in germline NGS pipelines to identify those false positives. The package can detect both false deletions and false duplications. We evaluated CNVfilteR performance on callsets generated by 13 CNV calling tools on 3 whole-genome sequencing and 541 panel samples, showing a decrease of up to 44.8% in false positives and consistent F1-score increase. Using CNVfilteR to detect false-positive calls can improve the overall performance of existing CNV calling pipelines.<h4>Availability</h4>CNVfilteR is released under Artistic-2.0 License. Source code and documentation are freely available at Bioconductor (http://www.bioconductor.org/packages/CNVfilteR).<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.",hji,,0,0,1,0.0,,
33993215,TimiRGeN: R/Bioconductor package for time series microRNA-mRNA integration and analysis.,"<h4>Motivation</h4>The analysis of longitudinal datasets and construction of gene regulatory networks provide a valuable means to disentangle the complexity of microRNA-mRNA interactions. However, there are no computational tools that can integrate, conduct functional analysis and generate detailed networks from longitudinal microRNA-mRNA datasets.<h4>Results</h4>We present TimiRGeN, an R package that uses time point based differential expression results to identify miRNA-mRNA interactions influencing signalling pathways of interest. miRNA-mRNA interactions can be visualised in R or exported to PathVisio or Cytoscape. The output can be used for hypothesis generation and directing in vitro or further in silico work such as gene regulatory network construction.<h4>Availability and implementation</h4>TimiRGeN is available for download on Bioconductor (https://bioconductor.org/packages/TimiRGeN) and requires R v4.0.2 or newer and BiocManager v3.12 or newer.<h4>Supplementary information</h4>Supplementary data is available at Bioinformatics online.",hji,,0,0,1,0.0,,
33997237,Comparative proteomics of <i>Brucella melitensis</i> is a useful toolbox for developing prophylactic interventions in a One-Health context.,"Brucellosis caused by <i>Brucella melitensis</i> is a zoonosis frequently reported in the Mediterranean and Middle-East regions and responsible for important economic losses and reduced animal welfare. To date, current strategies applied to control or eradicate the disease relies on diagnostic tests that suffer from limited specificity in non-vaccinated animals; while prophylactic measures, when applied, use a live attenuated bacterial strain characterized by residual virulence on adult pregnant animals and difficulties in distinguishing vaccinated from infected animals. To overcome these issues, studies are desired to elucidate the bacterial biology and the pathogenetic mechanisms of both the vaccinal strain and the pathogenic strains. Proteomics has a potential in tackling issues of One-Health concern; here, we employed label-free shotgun proteomics to investigate the protein repertoire of the vaccinal strain <i>B. melitensis</i> Rev.1 and compare it with the proteome of the <i>Brucella melitensis</i> 16 M, a reference strain representative of <i>B. melitensis</i> field strains. Comparative proteomics profiling underlines common and diverging traits between the two strains. Common features suggest the potential biochemical routes responsible for the residual virulence of the vaccinal strain, whilst the diverging traits are suggestive biochemical signatures to be further investigated to provide an optimized diagnostic capable of discriminating the vaccinated from infected animals. The data presented in this study are openly available in PRIDE data repository at https://www.ebi.ac.uk/pride/, reference number PXD022472.",hji,,0,0,1,0.0,,not descriptive of resource
33999180,OpenAnnotate: a web server to annotate the chromatin accessibility of genomic regions.,"Chromatin accessibility, as a powerful marker of active DNA regulatory elements, provides valuable information for understanding regulatory mechanisms. The revolution in high-throughput methods has accumulated massive chromatin accessibility profiles in public repositories. Nevertheless, utilization of these data is hampered by cumbersome collection, time-consuming processing, and manual chromatin accessibility (openness) annotation of genomic regions. To fill this gap, we developed OpenAnnotate (http://health.tsinghua.edu.cn/openannotate/) as the first web server for efficiently annotating openness of massive genomic regions across various biosample types, tissues, and biological systems. In addition to the annotation resource from 2729 comprehensive profiles of 614 biosample types of human and mouse, OpenAnnotate provides user-friendly functionalities, ultra-efficient calculation, real-time browsing, intuitive visualization, and elaborate application notebooks. We show its unique advantages compared to existing databases and toolkits by effectively revealing cell type-specificity, identifying regulatory elements and 3D chromatin contacts, deciphering gene functional relationships, inferring functions of transcription factors, and unprecedentedly promoting single-cell data analyses. We anticipate OpenAnnotate will provide a promising avenue for researchers to construct a more holistic perspective to understand regulatory mechanisms.",hji,,0,0,1,0.0,,
34000890,The hospital telemedicine TELEMED database: Providing information on evidence-based telemedicine services to hospital managers and healthcare professionals.,"<h4>Background</h4>Increased use of telemedicine in the healthcare system is a political goal in Denmark. Although the number of hospital patients using interventions such as the video consultation has increased in recent years only a small proportion of the outpatient and inpatient visits involve telemedicine. The TELEMED database (https://telemedicine.cimt.dk/) has been launched at the Center for Innovative Medical Technology in Denmark to ensure that hospital managers and healthcare professionals have access to information about telemedicine services and their effectiveness. This article describes the development and the content of the TELEMED database.<h4>Methods</h4>A structured literature search was made in the PubMed Database for randomised controlled trials or observational studies with a control group that investigated the effect of telemedicine interventions for hospital patients. Data were extracted from each article on the clinical effectiveness, patient perceptions, economic effects and implementation challenges. As the database should only provide inspiration to healthcare professionals regarding possibilities for use of telemedicine, the risk of bias in the studies was not assessed.<h4>Results</h4>The literature search resulted in 2825 hits. Based on full text assessment, 331 articles were included for data extraction and assessment. These articles present telemedicine services used in 22 different medical specialities. Forty-eight percent of the studies found a positive, statistically significant clinical effect, while 47% showed no statistically significant difference. In 48% of the studies, patients' experiences were examined and of these 68% found positive patient experiences. Fifty-four percent of the articles included information on the economic effects and, of these, 51% found reduction in healthcare utilization. In the majority of studies between two and four types of implementation challenges were found.<b>Conclusions and recommendations:</b> The TELEMED database provides an easily accessible overview of existing evidence-based telemedicine services for use by hospital managers and health professionals, who whish to to implement telemedicine. The database is freely available and expected to be continuously improved and broadened over time.",hji,,0,0,1,0.0,,out of scope
34001434,TaxonKit: A practical and efficient NCBI taxonomy toolkit.,"The National Center for Biotechnology Information (NCBI) Taxonomy is widely applied in biomedical and ecological studies. Typical demands include querying taxonomy identifier (TaxIds) by taxonomy names, querying complete taxonomic lineages by TaxIds, listing descendants of given TaxIds, and others. However, existed tools are either limited in functionalities or inefficient in terms of runtime. In this work, we present TaxonKit, a command-line toolkit for comprehensive and efficient manipulation of NCBI Taxonomy data. TaxonKit comprises seven core subcommands providing functions, including TaxIds querying, listing, filtering, lineage retrieving and reformatting, lowest common ancestor computation, and TaxIds change tracking. The practical functions, competitive processing performance, scalability with different scales of datasets and good accessibility could facilitate taxonomy data manipulations. TaxonKit provides free access under the permissive MIT license on GitHub, Brewsci, and Bioconda. The documents are also available at https://bioinf.shenwei.me/taxonkit/.",hji,,0,0,1,0.0,,
34004273,Klebsiella MALDI TypeR: a web-based tool for Klebsiella identification based on MALDI-TOF mass spectrometry.,"Klebsiella pathogens affect human and animal health and are widely distributed in the environment. Among these, the Klebsiella pneumoniae species complex, which includes seven phylogroups, is an important cause of community and hospital infections. The Klebsiella oxytoca species complex also causes hospital infections and antibiotic-associated haemorrhagic colitis. The unsuitability of currently used clinical microbiology methods to distinguish species within each of these species complexes leads to high rates of misidentifications that are masking the true clinical significance and potential epidemiological specificities of individual species. We developed a web-based tool, Klebsiella MALDI TypeR, a platform-independent and user-friendly application that enables uploading MALDI-TOF mass spectrometry data in order to identify Klebsiella isolates at the species complex and phylogroup levels. The tool, available at https://maldityper.pasteur.fr/, leverages a database of previously identified biomarkers that are specific for species complexes, individual phylogroups, or related phylogroups. We obtained 84%-100% identification accuracy depending on phylogroup. Identification results are obtained in a few seconds from batches of uploaded spectral data. Klebsiella MALDI TypeR enables fast and reliable identification of Klebsiella strains that are often misidentified with standard microbiological methods. This web-based identification tool may be extended in the future to other human bacterial pathogens.",hji,,0,0,1,0.0,,
34006627,DOE JGI Metagenome Workflow.,"The DOE Joint Genome Institute (JGI) Metagenome Workflow performs metagenome data processing, including assembly; structural, functional, and taxonomic annotation; and binning of metagenomic data sets that are subsequently included into the Integrated Microbial Genomes and Microbiomes (IMG/M) (I.-M. A. Chen, K. Chu, K. Palaniappan, A. Ratner, et al., Nucleic Acids Res, 49:D751-D763, 2021, https://doi.org/10.1093/nar/gkaa939) comparative analysis system and provided for download via the JGI data portal (https://genome.jgi.doe.gov/portal/). This workflow scales to run on thousands of metagenome samples per year, which can vary by the complexity of microbial communities and sequencing depth. Here, we describe the different tools, databases, and parameters used at different steps of the workflow to help with the interpretation of metagenome data available in IMG and to enable researchers to apply this workflow to their own data. We use 20 publicly available sediment metagenomes to illustrate the computing requirements for the different steps and highlight the typical results of data processing. The workflow modules for read filtering and metagenome assembly are available as a workflow description language (WDL) file (https://code.jgi.doe.gov/BFoster/jgi_meta_wdl). The workflow modules for annotation and binning are provided as a service to the user community at https://img.jgi.doe.gov/submit and require filling out the project and associated metadata descriptions in the Genomes OnLine Database (GOLD) (S. Mukherjee, D. Stamatis, J. Bertsch, G. Ovchinnikova, et al., Nucleic Acids Res, 49:D723-D733, 2021, https://doi.org/10.1093/nar/gkaa983).<b>IMPORTANCE</b> The DOE JGI Metagenome Workflow is designed for processing metagenomic data sets starting from Illumina fastq files. It performs data preprocessing, error correction, assembly, structural and functional annotation, and binning. The results of processing are provided in several standard formats, such as fasta and gff, and can be used for subsequent integration into the Integrated Microbial Genomes and Microbiomes (IMG/M) system where they can be compared to a comprehensive set of publicly available metagenomes. As of 30 July 2020, 7,155 JGI metagenomes have been processed by the DOE JGI Metagenome Workflow. Here, we present a metagenome workflow developed at the JGI that generates rich data in standard formats and has been optimized for downstream analyses ranging from assessment of the functional and taxonomic composition of microbial communities to genome-resolved metagenomics and the identification and characterization of novel taxa. This workflow is currently being used to analyze thousands of metagenomic data sets in a consistent and standardized manner.",hji,,0,0,1,0.0,,not descriptive of resource
