ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries
23016940,HomeoDB2,0.997463286,HomeoDB2,0.997463286,Homeobox gene database,0.984303606,1,http://homeodb.zoo.ox.ac.uk,200,,"(51.7522,-1.2560)",http://web.archive.org/web/20220121165701/http://homeodb.zoo.ox.ac.uk/,2011-11-01,"Department of Zoology, University of Oxford, Oxford, UK. ying-fu.zhong@zoo.ox.ac.uk","Zhong YF, Holland PW",,,68.0,
23095257,IBDsite,0.995800972,IBDsite,0.995800972,,0,1,"http://www.itb.cnr.it/ibd, http://www.itb.cnr.it/galaxy","301, 301",,"(45.4643,9.1895), (45.4643,9.1895)","http://web.archive.org/web/20180208030052/http://www.itb.cnr.it:80/ibd/, no_wayback",2012-09-07,"Institute for Biomedical Technologies, National Research Council, Via Fratelli Cervi, 93, Segrate (Mi), Italy. ivan.merelli@itb.cnr.it","Merelli I, Viti F, Milanesi L",,,7.0,Italy
23095476,Hawaiian Freshwater Algal Database,0.969474773,HfwADB,0.964678764,Hawaiian Freshwater Algal Database,0.969474773,1,http://algae.manoa.hawaii.edu/hfwadb,"HTTPConnectionPool(host='algae.manoa.hawaii.edu', port=80): Max retries exceeded with url: /hfwadb (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x2ba7143c6ee0>, 'Connection to algae.manoa.hawaii.edu timed out. (connect timeout=5)'))",,,http://web.archive.org/web/20170513234420/http://algae.manoa.hawaii.edu:80/hfwadb/,2012-10-25,"Department of Botany, University of Hawaii at Manoa, 3190 Maile Way, Honolulu, Hawaii 96822, USA. asherwoo@hawaii.edu","Sherwood AR, Wang N, Carlile AL, Neumann JM, Wolfgruber TK, Presting GG",,,0.0,United States
23104379,GFDB,0.991825804,GFDB,0.991825804,glycan fragment database,0.877565131,1,http://www.glycanstructure.org,200,,"(40.6259,-75.3705)",no_wayback,2012-10-26,"Department of Molecular Biosciences and Center for Bioinformatics, The University of Kansas, 2030 Becker Drive, Lawrence, KS 66047, USA.","Jo S, Im W",,"NIGMS NIH HHS, NCRR NIH HHS",30.0,United States
23118488,HEXEvent,0.995822012,HEXEvent,0.995822012,,0,1,http://hexevent.mmg.uci.edu,200,,"(33.6425,-117.8417)",http://web.archive.org/web/20221007185018/http://hexevent.mmg.uci.edu/,2012-10-31,"Department of Microbiology and Molecular Genetics, University of California, Irvine, CA 92697-4025, USA.","Busch A, Hertel KJ",,"NIGMS NIH HHS, NCI NIH HHS, NIGMS NIH HHS",22.0,United States
23125365,HBVdb,0.996498883,HBVdb,0.996498883,,0,1,http://hbvdb.ibcp.fr,301,,"(45.7469,4.8444)",http://web.archive.org/web/20190831065853/https://hbvdb.ibcp.fr/,2012-11-03,"UnitÃ© Bases MolÃ©culaires et Structurales des SystÃ¨mes Infectieux, Lyon, France.","Hayer J, Jadeau F, DelÃ©age G, Kay A, Zoulim F, Combet C",,,83.0,France
23143109,HemaExplorer,0.986351252,HemaExplorer,0.986351252,,0,1,http://servers.binf.ku.dk/hemaexplorer,301,,"(55.6759,12.5655)",no_wayback,2012-11-09,"Bioinformatics Centre, Department of Biology, University of Copenhagen, Copenhagen, DK2200 Denmark.","Bagger FO, Rapin N, Theilgaard-MÃ¶nch K, Kaczkowski B, Thoren LA, Jendholm J, Winther O, Porse BT",,"Lundbeck Foundation, Novo Nordisk Fonden",50.0,Denmark
23193255,H2DB,0.996937255,H2DB,0.996937255,,0,1,http://tga.nig.ac.jp/h2db,301,,"(35.1167,138.9167)",http://web.archive.org/web/20221105022207/http://tga.nig.ac.jp/h2db/,2012-11-27,"Genome Informatics Laboratory, National Institute of Genetics, 1111 Yata, Mishima 411-8540, Japan.","Kaminuma E, Fujisawa T, Tanizawa Y, Sakamoto N, Kurata N, Shimizu T, Nakamura Y",,,1.0,Japan
"23193258, 27008011",GEO,0.986045718,GEO,0.986045718,,0,2,http://www.ncbi.nlm.nih.gov/geo,301,,"(38.9896,-77.1538)",http://web.archive.org/web/20221103131023/https://www.ncbi.nlm.nih.gov/geo/,2016-01-01,"National Center for Biotechnology Information, National Library of Medicine and Molecular Genetics Section, Genetics Branch, National Cancer Institute, National Institutes of Health, Bethesda, MD 20892, USA. barrett@ncbi.nlm.nih.gov, National Center for Biotechnology Information, National Library of Medicine, National Institutes of Health, 45 Center Drive, MSC 6510, Building 45, Room AS13B, Bethesda, MD, 20892-6510, USA.","Barrett T, Wilhite SE, Ledoux P, Evangelista C, Kim IF, Tomashevsky M, Marshall KA, Phillippy KH, Sherman PM, Holko M, Yefanov A, Lee H, Zhang N, Robertson CL, Serova N, Davis S, Soboleva A, Clough E, Barrett T",", ","Intramural NIH HHS, Intramural NIH HHS",3724.0,"United States, United States"
23193275,GTR,0.947066327,GTR,0.947066327,Testing Registry,0.783265024,1,http://www.ncbi.nlm.nih.gov/gtr,301,,"(38.9896,-77.1538)",http://web.archive.org/web/20221111125221/https://www.ncbi.nlm.nih.gov/gtr/,2012-11-27,"National Institutes of Health, National Library of Medicine, National Center for Biotechnology Information, Bethesda, MD 20894, USA. wendy.rubinstein@nih.gov","Rubinstein WS, Maglott DR, Lee JM, Kattman BL, Malheiro AJ, Ovetsky M, Hem V, Gorelenkov V, Song G, Wallin C, Husain N, Chitipiralla S, Katz KS, Hoffman D, Jang W, Johnson M, Karmanov F, Ukrainchik A, Denisenko M, Fomous C, Hudson K, Ostell JM",,Intramural NIH HHS,79.0,United States
"23193293, 29121237",HAGR,0.996995687,HAGR,0.996995687,Human Ageing Genomic Resources,0.98925361,2,http://genomics.senescence.info,301,,"(42.5467,-83.2113)",http://web.archive.org/web/20221103114558/https://genomics.senescence.info/,2018-01-01,"Integrative Genomics of Ageing Group, Institute of Integrative Biology, University of Liverpool, Liverpool L69 7ZB, UK., Integrative Genomics of Ageing Group, Institute of Ageing and Chronic Disease, University of Liverpool, Liverpool L7 8TX, UK.","Tacutu R, Craig T, Budovsky A, Wuttke D, Lehmann G, Taranukha D, Costa J, Fraifeld VE, de MagalhÃ£es JP, Tacutu R, Thornton D, Johnson E, Budovsky A, Barardo D, Craig T, Diana E, Lehmann G, Toren D, Wang J, Fraifeld VE, de MagalhÃ£es JP",", ","Wellcome Trust, Wellcome Trust",404.0,
23281827,Helminth Secretome Database,0.980656524,HSD,0.909700066,Helminth Secretome Database,0.980656524,1,http://estexplorer.biolinfo.org/hsd,302,,"(39.5792,-104.8769)",no_wayback,2012-12-13,"Department of Chemistry and Biomolecular Sciences and ARC Centre of Excellence in Bioinformatics, Macquarie University, Sydney NSW 2109, Australia.","Garg G, Ranganathan S",,,14.0,Australia
23369322,HDAM,0.990325689,HDAM,0.990325689,Human Disease Associated Mutation,0.949979091,1,http://www.megabionet.org/HDAM,404,,,no_wayback,2013-01-23,"Center for Bioinformatics and Computational Biology, Shanghai Key Laboratory of Regulatory Biology, Institute of Biomedical Sciences and School of Life Science, East China Normal University, Shanghai 200241, China.","Jia M, Liu Y, Shen Z, Zhao C, Zhang M, Yi Z, Wen C, Deng Y, Shi T",,,3.0,"China, China"
23436708,Human Testis Proteome Database,0.981758612,HTPD,0.979909778,Human Testis Proteome Database,0.981758612,1,http://reprod.njmu.edu.cn/htpd,"HTTPConnectionPool(host='reprod.njmu.edu.cn', port=80): Max retries exceeded with url: /htpd (Caused by ReadTimeoutError(""HTTPConnectionPool(host='reprod.njmu.edu.cn', port=80): Read timed out. (read timeout=5)""))",,,http://web.archive.org/web/20130712191028/http://reprod.njmu.edu.cn:80/htpd/,2013-03-06,"State Key Laboratory of Reproductive Medicine, Nanjing Medical University, Nanjing, China.","Liu M, Hu Z, Qi L, Wang J, Zhou T, Guo Y, Zeng Y, Zheng B, Wu Y, Zhang P, Chen X, Tu W, Zhang T, Zhou Q, Jiang M, Guo X, Zhou Z, Sha J",,,34.0,China
23504933,Human Proteinpedia,0.979407251,Human Proteinpedia,0.979407251,,0,1,"http://www.humanproteinpedia.org, http://www.hprd.org","503, 503",,", ","http://web.archive.org/web/20220519021230/http://humanproteinpedia.org/, http://web.archive.org/web/20220804041016/https://www.hprd.org/",2013-03-01,"Institute of Bioinformatics, Bangalore, India.","Muthusamy B, Thomas JK, Prasad TS, Pandey A",,"NHLBI NIH HHS, NHLBI NIH HHS, NIGMS NIH HHS, NHLBI NIH HHS, NCRR NIH HHS",8.0,India
23584836,hLGDB,0.994743705,hLGDB,0.994743705,Human Lysosome Gene Database,0.979168455,1,http://lysosome.unipg.it,200,,"(43.1122,12.3888)",http://web.archive.org/web/20220621004057/http://lysosome.unipg.it/,2013-04-12,"Department of Experimental Medicine and Biochemical Sciences, University of Perugia, Via del Giochetto, 06123 Perugia, Italy.","Brozzi A, Urbanelli L, Germain PL, Magini A, Emiliani C",,,22.0,Italy
23585031,HORDE,0.991316095,HORDE,0.991316095,Human Olfactory Receptor Data Explorer,0.980134517,1,http://genome.weizmann.ac.il/horde,302,,"(31.8942,34.8120)",http://web.archive.org/web/20220708233424/https://genome.weizmann.ac.il/horde/,2013-01-01,"Department of Molecular Genetics, Weizmann Institute of Science, Rehovot, Israel.","Olender T, Nativ N, Lancet D",,,20.0,Israel
23717556,HGPGD,0.977447295,HGPGD,0.977447295,human gene population genetic difference database,0.925682147,1,http://www.bioapp.org/hgpgd,301,,"(36.0649,120.3804)",http://web.archive.org/web/20170531074012/http://www.bioapp.org:80/hgpgd/,2013-05-22,"College of Bioinformatics Science and Technology, Harbin Medical University, Harbin, China. jiangyongshuai@gmail.com","Jiang Y, Zhang R, Lv H, Li J, Wang M, Chang Y, Lv W, Sheng X, Zhang J, Liu P, Zheng J, Shi M, Liu G",,,2.0,China
23798574,GPHR,0.621493533,GPHR,0.621493533,,0,1,http://ssfa-gphr.de,"HTTPConnectionPool(host='ssfa-gphr.de', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x2ba7143a0730>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,http://web.archive.org/web/20220615225351/http://www.ssfa-gphr.de/,2013-06-24,"Leibniz-Institut fÃ¼r Molekulare Pharmakologie, 13125 Berlin, Germany.","Kreuchwig A, Kleinau G, Krause G",,,9.0,Germany
23813641,GoSynthetic,0.995571911,GoSynthetic,0.995571911,,0,1,http://gosyn.bioapps.biozentrum.uni-wuerzburg.de,301,,"(49.7939,9.9512)",http://web.archive.org/web/20140722195050/http://gosyn.bioapps.biozentrum.uni-wuerzburg.de,2013-06-27,"Department of Bioinformatics, Biocenter, Am Hubland, University of WÃ¼rzburg, 97074 WÃ¼rzburg, Germany.","Liang C, KrÃ¼ger B, Dandekar T",,,3.0,Germany
23913812,Hemophilia A Database,0.782407534,,0,Hemophilia A Database,0.782407534,1,"http://hadb.org.uk/, http://www.kcl.ac.uk/ip/petergreen/haemBdatabase.html","301, 301",,"(51.5085,-0.1257), (51.5085,-0.1257)","http://web.archive.org/web/20220808185512/https://www.hadb.org.uk/, http://web.archive.org/web/20120927170211/http://www.kcl.ac.uk/ip/petergreen/haemBdatabase.html",2013-09-09,None,"Rydz N, Leggo J, Tinlin S, James P, Lillicrap D",,,7.0,
23936191,HSC-Explorer,0.983055544,HSC-Explorer,0.983055544,,0,1,http://mips.helmholtz-muenchen.de/HSC,200,,"(48.2500,11.5667)",no_wayback,2013-07-30,"Institute for Bioinformatics and Systems Biology (IBIS), Helmholtz Zentrum MÃ¼nchen - German Research Center for Environmental Health (GmbH), Neuherberg, Germany.","Montrone C, Kokkaliaris KD, Loeffler D, Lechner M, KastenmÃ¼ller G, Schroeder T, Ruepp A",,,9.0,Germany
23958730,HippDB,0.994108021,HippDB,0.994108021,,0,1,"http://www.nyu.edu/projects/arora/hippdb, http://code.google.com/p/helidb","301, 301",,"(33.9192,-118.4165), (34.0522,-118.2437)","no_wayback, http://web.archive.org/web/20160109060425/https://code.google.com/p/helidb/",2013-08-19,"Department of Anthropology and Department of Chemistry, New York University, New York, NY 10003, USA.","Bergey CM, Watkins AM, Arora PS",,NIGMS NIH HHS,18.0,United States
24122843,HTS-DB,0.993688151,HTS-DB,0.993688151,,0,1,http://hts.cancerresearchuk.org/db/public,301,,"(38.8951,-77.0364)",http://web.archive.org/web/20140726065139/http://hts.cancerresearchuk.org/db/public/,2013-10-11,"High-throughput Screening Laboratory, Cancer Research UK, London Research Institute, 44 Lincoln's Inn Fields, London WC2A 3LY, UK.","Saunders RE, Instrell R, Rispoli R, Jiang M, Howell M",,Cancer Research UK,0.0,
24137008,HoPaCI-DB,0.997813225,HoPaCI-DB,0.997813225,host-Pseudomonas and Coxiella interaction database,0.856298451,1,http://mips.helmholtz-muenchen.de/HoPaCI,200,,"(48.2500,11.5667)",no_wayback,2013-10-16,"CNRS/Aix-Marseille University, Laboratoire d'IngÃ©nierie des SystÃ¨mes MacromolÃ©culaires (UMR7255), Institut de Microbiologie de la MÃ©diterranÃ©e (IMM), 31 Chemin Joseph Aiguier, 13402 Marseille cedex 20, France, Institute for Bioinformatics and Systems Biology (MIPS), Helmholtz Zentrum MÃ¼nchen - German Research Center for Environmental Health (GmbH), IngolstÃ¤dter Landstr. 1, D-85764 Neuherberg, Germany, Department of Genome-Oriented Bioinformatics, Center of Life and Food Science Weihenstephan, Technische UniversitÃ¤t MÃ¼nchen, Freising, Germany and Bundeswehr Institute of Microbiology, Neuherbergstrasse 11, 80937 Munich, Germany.","Bleves S, Dunger I, Walter MC, Frangoulidis D, KastenmÃ¼ller G, Voulhoux R, Ruepp A",,,11.0,"Germany, Germany, Germany, France"
24150944,HRaP,0.996109843,HRaP,0.996109843,,0,1,http://bioinfo.protres.ru/hrap,301,,"(54.8337,37.6114)",http://web.archive.org/web/20220121131232/http://bioinfo.protres.ru/hrap/,2013-10-22,"Group of Bioinformatics, Institute of Protein Research, Russian Academy of Sciences, Pushchino, Moscow Region 142290, Russia.","Lobanov MY, Sokolovskiy IV, Galzitskaya OV",,,17.0,
24178989,HypoxiaDB,0.996842146,HypoxiaDB,0.996842146,,0,1,http://www.hypoxiadb.com,406,,,http://web.archive.org/web/20220808221616/http://www.hypoxiadb.com/,2013-10-31,"Bioinformatics Group, Defence Institute of Physiology and Allied Sciences (DIPAS), Defence R&D Organization, Lucknow Road, Timarpur, New Delhi-110054, India.","Khurana P, Sugadev R, Jain J, Singh SB",,,17.0,India
24217912,HPO,0.964736124,HPO,0.964736124,The Human Phenotype Ontology project,0.657915694,1,http://www.human-phenotype-ontology.org,302,,"(52.5244,13.4105)",http://web.archive.org/web/20220905202537/https://www.human-phenotype-ontology.org/,2013-11-11,"Institute for Medical Genetics and Human Genetics, CharitÃ©-UniversitÃ¤tsmedizin Berlin, Augustenburger Platz 1, 13353 Berlin, Germany, Berlin-Brandenburg Center for Regenerative Therapies, CharitÃ©-UniversitÃ¤tsmedizin Berlin, Augustenburger Platz 1, 13353 Berlin, Germany, Lawrence Berkeley National Laboratory, Mail Stop 84R0171, Berkeley, CA 94720, USA, The Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Hinxton, Cambridgeshire CB10 1SA, UK, Department of Medical Genetics, Cambridge University Addenbrooke's Hospital, Cambridge CB2 2QQ, UK, UniversitÃ© Paul Sabatier, FacultÃ© de Chirurgie Dentaire, CHU Toulouse, France, Centre for Genomic Medicine, Central Manchester University Hospitals NHS Foundation Trust, Manchester Academic Health Sciences Centre (MAHSC), Manchester, UK, Centre for Genomic Medicine, Institute of Human Development, Faculty of Medical and Human Sciences, University of Manchester, MAHSC, Manchester M13 9WL, UK, Institute of Genetic Medicine. Newcastle University, Central Parkway, Newcastle upon Tyne, NE1 3BZ, UK, Department of Computer Science, University of Toronto, Ontario, Canada, Centre for Computational Medicine, Hospital for Sick Children, Toronto, Ontario, Canada, Department of Clinical Genetics, Leeds Teaching Hospitals NHS Trust, Leeds LS2 9NS, UK, MRC Human Genetics Unit, MRC Institute of Genetic and Molecular Medicine, University of Edinburgh, Edinburgh EH4 2XU, UK, The Jackson Laboratory, Bar Harbor, ME 04609, USA, Center for Molecular and Vascular Biology, University of Leuven, Belgium, Department of Neuropediatrics, University Medical Center Schleswig-Holstein, Kiel Campus, 24105 Kiel, Germany, NE Thames Genetics Service, Great Ormond Street Hospital, London WC1N 3JH, UK, Drexel University College of Medicine, Philadelphia, PA 19102, USA, Department of Haematology, University of Cambridge and NHS Blood and Transplant Cambridge, CB2 0PT Cambridge, UK, Autism and Developmental Medicine Institute, Geisinger Health System","KÃ¶hler S, Doelken SC, Mungall CJ, Bauer S, Firth HV, Bailleul-Forestier I, Black GC, Brown DL, Brudno M, Campbell J, FitzPatrick DR, Eppig JT, Jackson AP, Freson K, Girdea M, Helbig I, Hurst JA, JÃ¤hn J, Jackson LG, Kelly AM, Ledbetter DH, Mansour S, Martin CL, Moss C, Mumford A, Ouwehand WH, Park SM, Riggs ER, Scott RH, Sisodiya S, Van Vooren S, Wapner RJ, Wilkie AO, Wright CF, Vulto-van Silfhout AT, de Leeuw N, de Vries BB, Washingthon NL, Smith CL, Westerfield M, Schofield P, Ruef BJ, Gkoutos GV, Haendel M, Smedley D, Lewis SE, Robinson PN",,"NHGRI NIH HHS, NIH HHS, NIH HHS, NIMH NIH HHS, National Institute for Health Research (NIHR), NHGRI NIH HHS, NHGRI NIH HHS, NHGRI NIH HHS, NHGRI NIH HHS, National Institute for Health Research (NIHR), Fight for Sight, Medical Research Council, Medical Research Council, British Heart Foundation, NHGRI NIH HHS, National Institute for Health Research (NIHR)",390.0,"Belgium, Canada, Canada, Germany, Germany, Germany, France, United States, United States, United States"
"24301061, 31612961",GWAS Central,0.977628668,GWAS Central,0.977628668,,0,2,http://www.gwascentral.org,302,,"(52.6386,-1.1317)",http://web.archive.org/web/20221018193716/https://www.gwascentral.org/,2020-01-01,"Department of Genetics, University of Leicester, Leicester, UK., Department of Genetics and Genome Biology, University of Leicester, Leicester LE1 7RH, UK.","Beck T, Hastings RK, Gollapudi S, Free RC, Brookes AJ, Beck T, Shorter T, Brookes AJ",", ",", Medical Research Council, Medical Research Council, UKRI Innovation Fellowship, Health Data Research UK",112.0,
24304901,GPCRDB,0.998344004,GPCRDB,0.998344004,protein-coupled receptors database,0.987734778,1,http://www.gpcr.org/7tm,301,,"(50.1025,8.6299)",http://web.archive.org/web/20191026171449/http://www.gpcr.org:80/7tm/,2013-12-03,"Department of Drug Design and Pharmacology, University of Copenhagen, Universitetsparken 2, DK-2100 Copenhagen, Denmark, Bio-Prodict B.V., Castellastraat 116, 6512 EZ, Nijmegen, The Netherlands and CMBI, NCMLS, Radboudumc Nijmegen Medical Centre, Geert Grooteplein Zuid 26-28, 6525 GA, Nijmegen, The Netherlands.","Isberg V, Vroling B, van der Kant R, Li K, Vriend G, Gloriam D",,Lundbeck Foundation,54.0,"Denmark, Netherlands, Netherlands"
24336862,GIGA,0.974462986,GIGA,0.974462986,The Global Invertebrate Genomics Alliance,0.78900679,1,http://giga.nova.edu,404,,,http://web.archive.org/web/20210121021301/http://giga.nova.edu/,2014-01-01,None,", Bracken-Grissom H, Collins AG, Collins T, Crandall K, Distel D, Dunn C, Giribet G, Haddock S, Knowlton N, Martindale M, Medina M, Messing C, O'Brien SJ, Paulay G, Putnam N, Ravasi T, Rouse GW, Ryan JF, Schulze A, WÃ¶rheide G, Adamska M, Bailly X, Breinholt J, Browne WE, Diaz MC, Evans N, Flot JF, Fogarty N, Johnston M, Kamel B, Kawahara AY, Laberge T, Lavrov D, Michonneau F, Moroz LL, Oakley T, Osborne K, Pomponi SA, Rhodes A, Santos SR, Satoh N, Thacker RW, Van de Peer Y, Voolstra CR, Welch DM, Winston J, Zhou X",,NIMH NIH HHS,37.0,
24377417,Global catalogue of microorganisms,0.813462162,GCM,0.755801558,Global catalogue of microorganisms,0.813462162,1,http://gcm.wfcc.info,"HTTPConnectionPool(host='gcm.wfcc.info', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x2ba7149bfbe0>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,http://web.archive.org/web/20210518171855/http://gcm.wfcc.info/,2013-12-30,None,"Wu L, Sun Q, Sugawara H, Yang S, Zhou Y, McCluskey K, Vasilenko A, Suzuki K, Ohkuma M, Lee Y, Robert V, Ingsriswang S, Guissart F, Philippe D, Ma J",,,9.0,
24428872,GuavaH,0.995271742,GuavaH,0.995271742,,0,1,http://www.GuavaH.org,404,,,http://web.archive.org/web/20210411234259/http://www.guavah.org/,2014-01-15,None,"Bartha I, McLaren PJ, Ciuffi A, Fellay J, Telenti A",,,7.0,
24558441,HTD,0.994018674,HTD,0.994018674,Transporter Database,0.934127271,1,http://htd.cbi.pku.edu.cn,"HTTPConnectionPool(host='htd.cbi.pku.edu.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x2ba7143c6580>, 'Connection to htd.cbi.pku.edu.cn timed out. (connect timeout=5)'))",,,http://web.archive.org/web/20170721215447/http://htd.cbi.pku.edu.cn:80/,2014-02-18,"Center for Bioinformatics, State Key Laboratory of Protein and Plant Gene Research, College of Life Sciences, Peking University, Beijing, China ; Peking-Tsinghua Center for Life Sciences, College of Life Sciences, Peking University, Beijing, China.","Ye AY, Liu QR, Li CY, Zhao M, Qu H",,Intramural NIH HHS,12.0,"China, China"
24616562,IBIn,0.980620027,IBIn,0.980620027,Insect Barcode,0.783612788,1,http://www.nabg-nbaii.res.in/barcode,"HTTPConnectionPool(host='www.nabg-nbaii.res.in', port=80): Max retries exceeded with url: /barcode (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x2ba7143a0be0>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,no_wayback,2014-02-19,"National Bureau of Agriculturally Important Insects, Post Bag No. 2491, H.A. Farm Post, Hebbal, Bellary Road, Bangalore - 560 024, Karnataka, India.","Pratheepa M, Jalali SK, Arokiaraj RS, Venkatesan T, Nagesh M, Panda M, Pattar S",,,1.0,India
24622612,GigaDB,0.98824966,GigaDB,0.98824966,,0,1,http://www.gigadb.org,200,,"(22.2783,114.1747)",http://web.archive.org/web/20221013170247/http://gigadb.org/,2014-03-12,"Department of Genetics, Stanford University, USA, GigaScience team, BGI HK Research Institute, 16 Dai Fu Street, Tai Po Industrial Estate, Hong Kong.","Sneddon TP, Zhe XS, Edmunds SC, Li P, Goodman L, Hunter CI",,,10.0,"Hong Kong, United States"
24670875,HerceptinR,0.99444294,HerceptinR,0.99444294,Herceptin,0.511912823,1,http://crdd.osdd.net/raghava/herceptinr,"HTTPConnectionPool(host='crdd.osdd.net', port=80): Max retries exceeded with url: /raghava/herceptinr (Caused by ReadTimeoutError(""HTTPConnectionPool(host='crdd.osdd.net', port=80): Read timed out. (read timeout=5)""))",,,http://web.archive.org/web/20220509051440/http://crdd.osdd.net/raghava/herceptinr/,2014-03-27,"1] CSIR-Institute of Microbial Technology Chandigarh, India [2].","Ahmad S, Gupta S, Kumar R, Varshney GC, Raghava GP",,,24.0,India
24767249,GMTV,0.963946044,GMTV,0.963946044,Genome-wide Mycobacterium tuberculosis Variation,0.959191367,1,http://mtb.dobzhanskycenter.org,"HTTPConnectionPool(host='mtb.dobzhanskycenter.org', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x2ba7143a0280>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,http://web.archive.org/web/20220301103104/http://mtb.dobzhanskycenter.org/,2014-04-25,"St, Petersburg State University, Theodosius Dobzhansky Center for Genome Bioinformatics, 41 Sredniy prospect, St, Petersburg, Russia. echernya@gmail.com.","Chernyaeva EN, Shulgina MV, Rotkevich MS, Dobrynin PV, Simonov SA, Shitikov EA, Ischenko DS, Karpova IY, Kostryukova ES, Ilina EN, Govorun VM, Zhuravlev VY, Manicheva OA, Yablonsky PK, Isaeva YD, Nosova EY, Mokrousov IV, Vyazovaya AA, Narvskaya OV, Lapidus AL, O'Brien SJ",,,47.0,
24857969,HeteroGenome,0.967456996,HeteroGenome,0.967456996,,0,1,http://www.jcbi.ru/lp_baze,403,,,http://web.archive.org/web/20161105045901/http://www.jcbi.ru:80/lp_baze/,2014-05-24,"Laboratory of Bioinformatics, Institute of Mathematical Problems of Biology, Russian Academy of Sciences, Institutskaya st. 4, 142290 Pushchino, Russia and Department of Computational Mathematics and Mathematical Physics, Moscow State Technical University n.a. N.E. Bauman, the 2nd Baumanskaya st., 5, 105005 Moscow, Russia maramaria@yandex.ru.","Chaley M, Kutyrkin V, Tulbasheva G, Teplukhina E, Nazipova N",,,3.0,
24923821,IFIM,0.941411674,IFIM,0.941411674,,0,1,"http://cefg.uestc.edu.cn/ifim/, http://cefg.cn/ifim","HTTPConnectionPool(host='cefg.uestc.edu.cn', port=80): Max retries exceeded with url: /ifim/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x2ba7143c6280>: Failed to establish a new connection: [Errno -2] Name or service not known')), 404",,", ","http://web.archive.org/web/20150321022915/http://cefg.uestc.edu.cn:80/ifim/, no_wayback",2014-06-11,"Center of Bioinformatics and Key Laboratory for NeuroInformation of the Ministry of Education, School of Life Science and Technology, University of Electronic Science and Technology of China, Chengdu 610054, China.","Wei W, Ye YN, Luo S, Deng YY, Lin D, Guo FB",,,4.0,"China, China"
24931751,HomBRex,0.99716574,HomBRex,0.99716574,Homeopathy Basic Research experiments,0.989604324,1,http://www.carstens-stiftung.de/hombrex,301,,"(48.4051,12.7575)",no_wayback,2014-07-01,"Karl und Veronica Carstens-Stiftung, Am Deimelsberg 36, 45276 Essen, Germany. Electronic address: info@Carstens-Stiftung.de.","Clausen J, van Wijk R, Albrecht H",,,3.0,Germany
25030426,HelicoBase,0.996223032,HelicoBase,0.996223032,,0,1,http://helicobacter.um.edu.my,"HTTPConnectionPool(host='helicobacter.um.edu.my', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x2ba7143c6160>, 'Connection to helicobacter.um.edu.my timed out. (connect timeout=5)'))",,,http://web.archive.org/web/20160806213616/http://helicobacter.um.edu.my:80/,2014-07-16,"Genome Informatics Research Laboratory, High Impact Research (HIR) Building, University of Malaya, 50603 Kuala Lumpur, Malaysia. lchoo@um.edu.my.","Choo SW, Ang MY, Fouladi H, Tan SY, Siow CC, Mutha NV, Heydari H, Wee WY, Vadivelu J, Loke MF, Rehvathy V, Wong GJ",,,5.0,Malaysia
25084271,GMEnzy,0.996969402,GMEnzy,0.996969402,,0,1,http://biotechlab.fudan.edu.cn/database/gmenzy,500,,,http://web.archive.org/web/20220710020150/http://biotechlab.fudan.edu.cn/database/gmenzy/,2014-08-01,"State Key Laboratory of Genetic Engineering, Institute of Genetics, School of Life Sciences, Fudan University, Shanghai, China; Shanghai High-Tech United Bio-Technological R&D Co., Ltd., Shanghai, China.","Wu H, Huang J, Lu H, Li G, Huang Q",,,0.0,"China, China"
25178365,Horse Single Nucleotide Polymorphism and Expression Database,0.986536476,HSDB,0.980438848,Horse Single Nucleotide Polymorphism and Expression Database,0.986536476,1,http://snugenome2.snu.ac.kr/HSDB,"HTTPConnectionPool(host='snugenome2.snu.ac.kr', port=80): Max retries exceeded with url: /HSDB (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x2ba7148121c0>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,no_wayback,2014-09-01,"Genomic Informatics Center, Hankyong National University, Anseong 456-749, Korea.","Lee JH, Lee T, Lee HK, Cho BW, Shin DH, Do KT, Sung S, Kwak W, Kim HJ, Kim H, Cho S, Park KD",,,0.0,
